__no_feature,8983011,__no_feature,4492500
__ambiguous,272389,__ambiguous,136102
__too_low_aQual,0,__too_low_aQual,0
__not_aligned,0,__not_aligned,0
__alignment_not_unique,5907641,__alignment_not_unique,5351398
